"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"66","TRANSIENT","0934","BUSK","2014-12-11",1,2,"LEISURE",147.15,82,"CONFRM","TRANSIENT","CANADA","Gold","Past",159.11,NA,NA,NA,NA,NA,NA,NA,NA,"Montreal","Quebec",39,"Hyatt Regency","Regency Club",605,12,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"67","TRANSIENT","1519","DDBL","2014-12-14",1,2,"BUSINESS",111,28,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",139,NA,NA,NA,NA,NA,NA,NA,NA,"Long Beach","California",57,"Hyatt Regency","Regency Club",522,17,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"68","TRANSIENT","0216","DDBL","2014-12-01",2,1,"BUSINESS",194,8,"CONFRM","TRANSIENT","UNITED STATES","","Future",194,NA,NA,NA,NA,NA,NA,NA,NA,"Hendersonville","Tennessee",76,"Hyatt Place","",98,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center",""
"69","TRANSIENT","0821","KING","2014-12-07",1,1,"LEISURE",206.1,17.5,"CONFRM","TRANSIENT","UNITED STATES","","Past",206.1,NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Hotel",""
"70","TRANSIENT","3273","KING","2014-12-22",1,1,"BUSINESS",100.56,0,"CONFRM","TRANSIENT","","","Future",100.56,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"71","TRANSIENT","0982","BUSK","2014-12-19",2,2,"BUSINESS",218.98,0,"CONFRM","TRANSIENT","NETHERLANDS","","Future",218.98,NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",53,"Hyatt Regency","Regency Club",834,11,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"72","CONVENTION","2832","BUSN","2014-12-06",1,1,"LEISURE",60,0,"CONFRM","CONVENTION","UNITED STATES","","Future",60,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"73","TRANSIENT","0522","ST21","2014-12-15",3,1,"BUSINESS",573.6,0,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",573.6,NA,NA,NA,NA,NA,NA,NA,NA,"Napa","California",73,"Andaz","",141,5,"No","Managed","N","N","Y","N","N","N","N","Y","Y","N","","N","Y","Y","N","Y","N","N","N","N","Y","Y","N","N","N","","","","Y","Digital Channels",""
"74","TRANSIENT","755","CLBK","2014-12-09",1,1,"BUSINESS",304.47,0,"CONFRM","TRANSIENT","GERMANY","","Future",326.88,NA,NA,NA,NA,NA,NA,NA,NA,"Berlin","",72,"Grand Hyatt","Grand Club",342,8,"No","Leased","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","N","Y","Y","Global Contact Center",""
"75","TRANSIENT","1005","DLXQ","2014-12-19",1,1,"LEISURE",129,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",129,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",45,"Hyatt","",194,11,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"76","TRANSIENT","0732","QUEN","2014-12-15",1,1,"BUSINESS",149,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",149,NA,NA,NA,NA,NA,NA,NA,NA,"Jacksonville","Florida",49,"Hyatt Regency","Regency Club",966,19,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","Global Contact Center",""
"77","TRANSIENT","0125","KING","2014-12-19",1,2,"BUSINESS",227.38,0,"CONFRM","TRANSIENT","","","Future",227.38,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Worth","Texas",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"78","TRANSIENT","0523","KING","2014-12-17",1,1,"BUSINESS",129,4.5,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",129,NA,NA,NA,NA,NA,NA,NA,NA,"Raleigh","North Carolina",58,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","N","Digital Channels",""
"79","TRANSIENT","0329","QNQN","2014-12-04",1,1,"BUSINESS",264,10,"CONFRM","TRANSIENT","UNITED STATES","","Past",264,NA,NA,NA,NA,NA,NA,NA,NA,"Delray Beach","Florida",65,"Hyatt Place","",134,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"80","TRANSIENT","0514","KING","2014-12-13",1,2,"BUSINESS",123.08,25.04,"CONFRM","TRANSIENT","UNITED KINGDOM","","Future",161.97,NA,NA,NA,NA,NA,NA,NA,NA,"Düsseldorf","",77,"Hyatt Regency","Regency Club",303,19,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"81","TRANSIENT","0410","LUXK","2014-12-10",2,2,"LEISURE",348.93,0,"CONFRM","TRANSIENT","CANADA","Gold","Past",352.24,NA,NA,NA,NA,NA,NA,NA,NA,"Toronto","Ontario",67,"Park Hyatt","",346,18,"Yes","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","","Y","Y","Y","Hotel",""
"82","TRANSIENT","0470","KING","2014-12-21",1,1,"LEISURE",119.25,27,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",119.25,NA,NA,NA,NA,NA,NA,NA,NA,"Savannah","Georgia",43,"Hyatt Regency","",350,6,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"83","TRANSIENT","0207","KING","2014-12-02",3,1,"BUSINESS",327,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",327,NA,NA,NA,NA,NA,NA,NA,NA,"Manati","",NA,"Hyatt Place","",104,5,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS",""
"84","CONVENTION","0713","TWIN","2014-12-20",2,2,"BUSINESS",244.98,49.9,"SHARE","CONVENTION","UNITED ARAB EMIRATES","","Future",353.87,NA,NA,NA,NA,NA,NA,NA,NA,"Dubai","",65,"Hyatt Regency","Regency Club",400,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Digital Channels",""
"85","CONTRACT","1617","DDBL","2014-12-02",2,1,"BUSINESS",136,16.06,"CONFRM","CONTRACT","UNITED ARAB EMIRATES","","Future",136,NA,NA,NA,NA,NA,NA,NA,NA,"Houston","Texas",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Hotel",""
"86","TRANSIENT","1218","TWIN","2014-12-03",4,2,"BUSINESS",273.35,57.86,"CONFRM","TRANSIENT","SOUTH KOREA","","Future",426.6,NA,NA,NA,NA,NA,NA,NA,NA,"Malate","",47,"Hyatt Regency","Club",378,32,"No","Managed","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"87","TRANSIENT","0103","KING","2014-12-10",1,2,"BUSINESS",79,0,"CONFRM","TRANSIENT","","","Future",79,NA,NA,NA,NA,NA,NA,NA,NA,"Riverhead","New York",72,"Hyatt Place","",100,5,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","N","N","Y","N","N","N","N","","","N","Opaque",""
"88","TRANSIENT","0425","KING","2014-12-23",4,2,"BUSINESS",444.44,-0.42,"CONFRM","TRANSIENT","","","Future",452.92,NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",51,"Hyatt Place","",124,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"89","CONVENTION","0540","DDBL","2014-12-11",1,1,"BUSINESS",118,4.29,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",118,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center",""
"90","TRANSIENT","0253","KING","2014-12-26",1,1,"BUSINESS",52.46,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",52.46,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","California",46,"Hyatt","",155,3,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","N","N","Y","","N","N","N","Digital Channels",""
"91","TRANSIENT","0250","KING","2014-12-09",1,1,"BUSINESS",143.2,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",143.2,NA,NA,NA,NA,NA,NA,NA,NA,"Oak Brook","Illinois",64,"Hyatt","",218,4,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","","N","N","Y","Global Contact Center",""
"92","CONVENTION","0723","DDBL","2014-12-05",2,2,"BUSINESS",138,0,"SHARE","CONVENTION","UNITED STATES","","Future",138,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Pennsylvania",52,"Hyatt Regency","",336,11,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels",""
"93","TRANSIENT","2114","KING","2014-12-08",4,1,"BUSINESS",848.97,74,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",210,NA,NA,NA,NA,NA,NA,NA,NA,"Mexico City","",72,"Hyatt Regency","Regency Club",756,42,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","N","N","","","Y","GDS",""
"94","TRANSIENT","0211","SKNS","2014-12-10",2,1,"BUSINESS",298,0,"CONFRM","TRANSIENT","","","Future",298,NA,NA,NA,NA,NA,NA,NA,NA,"Pleasant Hill","California",70,"Hyatt House","",142,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"95","TRANSIENT","1545","DDBL","2014-12-20",1,3,"LEISURE",214,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",214,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",42,"Hyatt Regency","Regency Club",805,17,"Yes","Leased","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"96","CONVENTION","0940","DDBL","2014-12-13",1,2,"BUSINESS",99,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",99,NA,NA,NA,NA,NA,NA,NA,NA,"Columbus","Ohio",48,"Hyatt Regency","",631,20,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"97","TRANSIENT","1013","KING","2014-12-21",1,1,"BUSINESS",114.68,35,"CONFRM","TRANSIENT","","","Future",114.68,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Pennsylvania",52,"Hyatt Regency","",336,11,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","","","N","Internet",""
"98","TRANSIENT","0334","KING","2014-12-26",1,2,"LEISURE",276.39,57.49,"CONFRM","TRANSIENT","AUSTRALIA","Gold","Past",223.02,NA,NA,NA,NA,NA,NA,NA,NA,"Canberra","",59,"Park Hyatt","",249,4,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","Y","","","Y","Global Contact Center",""
"99","TRANSIENT","2424","GRND","2014-12-11",5,2,"BUSINESS",1665,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",1107,NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"100","","0403","QNQN","2014-12-23",1,1,"BUSINESS",139,0,"CONFRM","CONVENTION","UNITED STATES","","Future",139,NA,NA,NA,NA,NA,NA,NA,NA,"Riverside","California",71,"Hyatt Place","",125,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"101","CONVENTION","0227","QNQN","2014-12-08",3,1,"BUSINESS",297,0,"CONFRM","CONVENTION","UNITED STATES","","Future",297,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",68,"Hyatt Place","",212,16,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"102","TRANSIENT","0534","QNQN","2014-12-08",3,1,"BUSINESS",273,31.83,"CONFRM","TRANSIENT","","","Future",273,NA,NA,NA,NA,NA,NA,NA,NA,"Dallas","Texas",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","GDS",""
"103","TRANSIENT","0487","KING","2014-12-18",1,1,"BUSINESS",125.14,0,"CONFRM","TRANSIENT","GERMANY","","Future",128.82,NA,NA,NA,NA,NA,NA,NA,NA,"Mumbai","",56,"Hyatt Regency","Regency Club",394,7,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","N","Y","Global Contact Center",""
"104","CONVENTION","1009","QNQN","2014-12-03",2,2,"BUSINESS",222,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",222,10,NA,10,10,NA,NA,NA,NA,"Wichita","Kansas",49,"Hyatt Regency","",303,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"105","TRANSIENT","0611","KING","2014-12-13",1,1,"LEISURE",89,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",89,NA,NA,NA,NA,NA,NA,NA,NA,"Grand Prairie","Texas",51,"Hyatt Place","",133,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"106","CONVENTION","1122","DLXK","2014-12-14",3,1,"BUSINESS",338.99,24.89,"CONFRM","CONVENTION","TAIWAN","","Future",341.28,NA,NA,NA,NA,NA,NA,NA,NA,"Taipei","",51,"Grand Hyatt","Grand Club",872,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Hotel",""
"107","TRANSIENT","0502","KING","2014-12-14",1,1,"BUSINESS",114,4.75,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",114,NA,NA,NA,NA,NA,NA,NA,NA,"Alpharetta","Georgia",57,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"108","CONVENTION","1036","KING","2014-12-12",1,2,"BUSINESS",215.01,0,"SHARE","CONVENTION","AUSTRALIA","","Future",237.01,NA,NA,NA,NA,NA,NA,NA,NA,"Melbourne","",67,"Park Hyatt","",240,11,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"109","TRANSIENT","1220","KING","2014-12-19",1,2,"BUSINESS",119,0,"CONFRM","TRANSIENT","","","Past",119,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Colorado",61,"Grand Hyatt","Grand Club",511,26,"No","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","Y","N","","","Y","Internet",""
"110","TRANSIENT","0134","ST2Q","2014-12-25",2,2,"BUSINESS",256,0,"CONFRM","TRANSIENT","","","Future",256,NA,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","California",62,"Hyatt House","",97,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Internet",""
"111","CONVENTION","1718","1VWK","2014-12-17",2,1,"BUSINESS",217.25,9.77,"CONFRM","CONVENTION","CHINA","","Future",227.13,NA,NA,NA,NA,NA,NA,NA,NA,"Guangzhou","",65,"Grand Hyatt","Grand Club",375,22,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"112","TRANSIENT","1610","KING","2014-12-24",3,2,"BUSINESS",174,0,"CONFRM","TRANSIENT","","","Past",174,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",47,"Hyatt Regency","Regency Club",1260,24,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Opaque",""
"113","CONVENTION","352","KING","2014-12-12",2,1,"BUSINESS",244.57,39.52,"CONFRM","CONVENTION","TURKEY","","Future",282.59,NA,NA,NA,NA,NA,NA,NA,NA,"Taksim","",72,"Grand Hyatt","Grand Club",360,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"114","TRANSIENT","0804","DDBL","2014-12-25",1,2,"BUSINESS",51.26,0,"CONFRM","TRANSIENT","","","Future",51.26,NA,NA,NA,NA,NA,NA,NA,NA,"Phoenix","Arizona",44,"Hyatt Regency","",712,24,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Opaque",""
"115","TRANSIENT","2020","NVWD","2014-12-09",2,2,"BUSINESS",250,233.25,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",250,10,NA,10,10,NA,NA,NA,NA,"Lost Pines","Texas",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center","Promoter"
"116","CONVENTION","1024","QNQN","2014-12-09",2,2,"BUSINESS",230,0,"SHARE","CONVENTION","UNITED STATES","","Future",230,NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","Alabama",54,"Hyatt Regency","Regency Club",329,15,"No","Franchised","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"117","TRANSIENT","1127","KING","2014-12-23",1,2,"BUSINESS",201.21,0,"CONFRM","TRANSIENT","","","Past",201.28,NA,NA,NA,NA,NA,NA,NA,NA,"Shenzhen","",66,"Grand Hyatt","Grand Club",491,38,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Internet",""
"118","TRANSIENT","0533","KING","2014-12-15",3,1,"BUSINESS",345,12.96,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",345,NA,NA,NA,NA,NA,NA,NA,NA,"Deerfield","Illinois",54,"Hyatt","",301,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"119","TRANSIENT","0322","KING","2014-12-08",4,2,"LEISURE",536,42,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",268,NA,NA,NA,NA,NA,NA,NA,NA,"Sarasota","Florida",77,"Hyatt Place","",114,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels",""
"120","TRANSIENT","0130","DDBL","2014-12-15",1,1,"LEISURE",83,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",83,NA,NA,NA,NA,NA,NA,NA,NA,"Boise","Idaho",68,"Hyatt Place","",127,4,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"121","CONVENTION","523","RCLK","2014-12-25",3,1,"BUSINESS",251.22,9.64,"CONFRM","CONVENTION","INDIA","","Future",273.43,NA,NA,NA,NA,NA,NA,NA,NA,"Kolkata","",53,"Hyatt Regency","Regency Club",235,10,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"122","CONVENTION","20435","KING","2014-12-01",3,1,"BUSINESS",345,0,"CONFRM","CONVENTION","UNITED STATES","","Future",345,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",60,"Hyatt Regency","Regency Club",1641,31,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Digital Channels",""
"123","TRANSIENT","0310","KING","2014-12-20",1,1,"BUSINESS",94,0,"CONFRM","TRANSIENT","","","Past",94,NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",62,"Hyatt Place","",134,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"124","TRANSIENT","0401","DLXK","2014-12-17",2,1,"BUSINESS",445.8,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",445.8,9,9,9,9,9,7,9,NA,"The Woodlands","Texas",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"125","TRANSIENT","2013","BSTE","2014-12-18",2,1,"BUSINESS",238,14.95,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",238,NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"126","TRANSIENT","635","KING","2014-12-06",3,2,"BUSINESS",650.07,-0.0999,"CONFRM","TRANSIENT","SINGAPORE","Diamond","Future",399.69,NA,NA,NA,NA,NA,NA,NA,NA,"London","",64,"Andaz","",267,6,"No","Owned","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","","N","N","Y","Hotel",""
"127","TRANSIENT","2319","TWIN","2014-12-15",11,2,"BUSINESS",927.56,186.84,"SHARE","TRANSIENT","UNITED KINGDOM","","Future",1329.19,NA,NA,NA,NA,NA,NA,NA,NA,"Hua Hin","",60,"Hyatt Regency","Regency Club",202,2,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Hotel",""
"128","CONVENTION","1808","BUSN","2014-12-01",3,1,"BUSINESS",471.28,0,"CONFRM","CONVENTION","CANADA","","Future",632.01,NA,NA,NA,NA,NA,NA,NA,NA,"Vancouver","British Columbia",67,"Hyatt Regency","Regency Club",644,34,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Digital Channels",""
"129","TRANSIENT","3517","PTTS","2014-11-29",7,2,"LEISURE",2220.4,465.38,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",1586,NA,NA,NA,NA,NA,NA,NA,NA,"Scottsdale","Arizona",63,"Hyatt Regency","Regency Club",493,4,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","","Y","Y","Y","Global Contact Center",""
"130","CONVENTION","113","TWIN","2014-12-10",3,2,"BUSINESS",289.8,0,"SHARE","CONVENTION","INDIA","","Future",300,NA,NA,NA,NA,NA,NA,NA,NA,"Kathmandu","",55,"Hyatt Regency","Regency Club",280,6,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","N","Hotel",""
