"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"1","TRANSIENT","1301","KING","2014-03-16",4,1,"BUSINESS",561.33,118.4,"CONFRM","TRANSIENT","HONG KONG","","Future",618.75,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Hong Kong","",57,"Hyatt Regency","Regency Club",567,26,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"2","TRANSIENT","0208","DDBL","2014-03-02",14,1,"BUSINESS",1661,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",793,"Female","46-55",10,10,10,10,10,10,10,NA,"Ontario","California",61,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"3","TRANSIENT","0915","DDBL","2014-03-11",1,1,"BUSINESS",85,26,"CONFRM","TRANSIENT","","","Future",85,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Lisle","Illinois",40,"Hyatt","",312,14,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS",""
"4","TRANSIENT","0401","KING","2014-03-29",1,1,"BUSINESS",92.65,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",92.65,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Lexington","Kentucky",71,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Digital Channels",""
"5","TRANSIENT","0807","DDBL","2014-03-01",1,2,"BUSINESS",70,45.6,"CONFRM","TRANSIENT","UNITED STATES","","Future",70,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Antonio","Texas",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Hotel",""
"6","TRANSIENT","1111","RGSK","2014-03-01",2,2,"BUSINESS",253.85,292.37,"CONFRM","TRANSIENT","","","Future",254.45,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Malate","",47,"Hyatt Regency","Club",378,32,"No","Managed","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Internet",""
"7","TRANSIENT","703","KING","2014-03-05",1,2,"BUSINESS",104.25,2.5,"CONFRM","TRANSIENT","","","Future",104.25,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Owings Mills","Maryland",52,"Hyatt Place","",123,7,"No","Managed","Y","N","N","N","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Opaque",""
"8","TRANSIENT","1111","DLXQ","2014-03-18",2,1,"BUSINESS",478,12,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",478,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",45,"Hyatt","",194,11,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"9","TRANSIENT","412","KING","2014-03-16",5,1,"BUSINESS",666.78,3.09,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",765.16,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Johannesburg","",53,"Hyatt Regency","Regency Club",244,8,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","N","Y","Hotel",""
"10","CONVENTION","1107","AFKG","2014-03-28",3,2,"BUSINESS",987,104,"SHARE","CONVENTION","UNITED STATES","Gold","Future",987,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",47,"Grand Hyatt","Grand Club",888,12,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y","Y","","","Y","Digital Channels",""
"11","CONVENTION","1620","1VWK","2014-03-17",1,1,"BUSINESS",71.84,13.01,"CONFRM","CONVENTION","CHINA","","Past",84.86,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Qingdao","",56,"Hyatt Regency","Regency Club",439,17,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
"12","TRANSIENT","1016","1VWK","2014-03-23",5,1,"BUSINESS",470.36,36.67,"CONFRM","TRANSIENT","SINGAPORE","Diamond","Future",525.08,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Bangkok","",56,"Grand Hyatt","Grand Club",380,15,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","GDS",""
"13","TRANSIENT","1215","KING","2014-03-12",3,1,"BUSINESS",165.28,27.44,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",200.18,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Hyderabad","",53,"Hyatt","",166,5,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
"14","CONVENTION","411","KING","2014-03-21",7,1,"BUSINESS",2435.71,147.2,"CONFRM","CONVENTION","KUWAIT","","Future",3073.34,"","",NA,NA,NA,NA,NA,NA,NA,NA,"London","",56,"Hyatt Regency","Regency Club",445,8,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"15","TRANSIENT","9161","PM","2014-03-06",3,2,"BUSINESS",788.39,127.29,"CONFRM","TRANSIENT","CHILE","","Future",929.28,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Santiago","",61,"Grand Hyatt","Grand Club",310,24,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","Y","Hotel",""
"16","TRANSIENT","0117","QNQN","2014-03-08",1,2,"BUSINESS",260.1,69.62,"CONFRM","TRANSIENT","UNITED STATES","","Future",260.1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Barbara","California",29,"Hyatt","",171,3,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","Y","","N","Y","Y","Digital Channels",""
"17","TRANSIENT","4002","CLBK","2014-03-29",1,2,"BUSINESS",113.98,0,"CONFRM","TRANSIENT","","","Past",113.98,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Old Greenwich","Connecticut",64,"Hyatt Regency","Regency Club",373,4,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","N","Y","N","Y","Y","Y","N","N","","N","N","Y","Internet",""
"18","","2516","GRND","2014-03-20",6,4,"BUSINESS",1614,0,"SHARE","CONVENTION","UNITED STATES","","Future",1614,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"19","","208","DDBL","2014-03-14",17,1,"BUSINESS",1343,0,"CONFRM","CONVENTION","UNITED STATES","","Future",1343,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Rogers","Arkansas",69,"Hyatt Place","",103,5,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"20","CONVENTION","4209","KING","2014-03-20",1,1,"BUSINESS",72,0,"CONFRM","CONVENTION","UNITED STATES","","Past",72,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Schaumburg","Illinois",48,"Hyatt Regency","",470,5,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"21","","208","DDBL","2014-03-20",3,2,"BUSINESS",213.6,0,"CONFRM","TRANSIENT","","","Future",213.6,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Hoffman Estates","Illinois",66,"Hyatt Place","",125,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"22","TRANSIENT","0525","KING","2014-03-15",1,2,"BUSINESS",30.89,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",30.89,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Richmond","Virginia",57,"Hyatt Place","",127,6,"No","Owned","Y","N","N","N","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center",""
"23","","1729","QNQN","2014-03-27",1,1,"BUSINESS",209,23,"CONFRM","CONVENTION","UNITED STATES","","Future",418,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"24","TRANSIENT","2016","1VWK","2014-03-01",1,2,"BUSINESS",202.2,122.91,"CONFRM","TRANSIENT","UNITED KINGDOM","","Past",192.26,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","",59,"Hyatt Regency","Regency Club",319,24,"No","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Internet",""
"25","TRANSIENT","0405","KING","2014-03-21",1,2,"BUSINESS",143.67,42,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",23.61,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Dania Beach","Florida",67,"Hyatt Place","",149,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"26","CONVENTION","1005","DDBL","2014-03-31",2,1,"BUSINESS",458,16.25,"CONFRM","CONVENTION","UNITED STATES","","Future",458,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Arlington","Virginia",49,"Hyatt Regency","",685,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Global Contact Center",""
"27","CONVENTION","2336","QNQN","2014-03-07",3,1,"BUSINESS",867,0,"CONFRM","CONVENTION","UNITED STATES","Platinum","Future",867,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"28","","1262","KING","2014-03-27",2,1,"BUSINESS",350,0,"CONFRM","CONVENTION","UNITED STATES","","Future",350,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Hotel",""
"29","","0305","1BKN","2014-03-09",5,1,"BUSINESS",725,4.67,"CONFRM","CONVENTION","UNITED STATES","","Future",725,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Branchburg","New Jersey",68,"Hyatt House","",139,3,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"30","CONVENTION","0801","GRNK","2014-03-17",4,1,"BUSINESS",1299.73,31.2,"CONFRM","CONVENTION","UNITED STATES","","Future",1296.15,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Minato-Ku","",59,"Grand Hyatt","Grand Club",389,21,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","Y","","N","Y","Y","Hotel",""
"31","TRANSIENT","0607","1VWD","2014-03-19",2,3,"BUSINESS",660,319,"CONFRM","TRANSIENT","UNITED STATES","","Future",660,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",78,"Park Hyatt","",198,15,"Yes","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","","N","Y","Y","Digital Channels",""
"32","","6116","TWIN","2014-03-19",2,2,"BUSINESS",61.25,92.43,"SHARE","CONVENTION","INDIA","","Future",390.58,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Goa","",44,"Grand Hyatt","Grand Club",314,3,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","N","Y","Digital Channels",""
"33","TRANSIENT","7112","VW1K","2014-03-04",2,1,"BUSINESS",350.7,0,"CONFRM","TRANSIENT","HONG KONG","Gold","Future",387.13,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Pudong","",60,"Grand Hyatt","Grand Club",555,88,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Global Contact Center",""
"34","TRANSIENT","1043","DDBL","2014-03-14",1,2,"BUSINESS",163.18,0,"CONFRM","TRANSIENT","","","Past",163.18,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",42,"Hyatt Regency","Regency Club",805,17,"Yes","Leased","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"35","TRANSIENT","0801","DLXK","2014-03-23",6,1,"BUSINESS",666,15,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",666,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Richardson","Texas",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Global Contact Center",""
"36","","2310","VW1K","2014-03-02",11,1,"BUSINESS",2365,32.54,"CONFRM","CONVENTION","UNITED STATES","","Past",2580,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Indian Wells","California",57,"Hyatt Regency","Club",479,5,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"37","TRANSIENT","1252","AFVK","2014-03-09",5,1,"BUSINESS",959.49,264.67,"CONFRM","TRANSIENT","ZZ","","Future",770.06,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Seoul","",43,"Grand Hyatt","Grand Club",601,20,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","GDS",""
"38","TRANSIENT","0309","DDBL","2014-03-30",5,1,"LEISURE",535.5,6.75,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",535.5,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Roanoke","Virginia",59,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"39","TRANSIENT","0608","DDBL","2014-03-29",1,1,"LEISURE",83,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",83,"Female","26-35",10,NA,10,10,NA,NA,NA,NA,"Albuquerque","New Mexico",57,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"40","CONVENTION","1003","KING","2014-03-26",1,1,"BUSINESS",236.37,13.93,"CONFRM","CONVENTION","GERMANY","","Future",268.93,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Düsseldorf","",77,"Hyatt Regency","Regency Club",303,19,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"41","TRANSIENT","1263","QUEN","2014-03-11",3,2,"BUSINESS",357.99,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",357.99,"Male","36-45",8,7,8,8,8,9,8,NA,"Seattle","Washington",66,"Hyatt","",346,17,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Passive"
"42","TRANSIENT","0511","VW2D","2014-03-29",1,2,"BUSINESS",153.1,3.5,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",153.1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Valencia","California",48,"Hyatt Regency","",244,6,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","GDS",""
"43","TRANSIENT","1816","CLBK","2014-03-21",2,1,"LEISURE",0,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Richardson","Texas",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Hotel",""
"44","TRANSIENT","0612","VW1K","2014-03-17",1,2,"BUSINESS",247.38,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",212.38,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Savannah","Georgia",43,"Hyatt Regency","",350,6,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","","","Y","Internet",""
"45","TRANSIENT","1607","TWIN","2014-03-23",3,2,"BUSINESS",0,0,"CONFRM","TRANSIENT","CHINA","","Future",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Chongqing","",65,"Hyatt Regency","Regency Club",321,26,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Digital Channels",""
"46","CONVENTION","1107","TWIN","2014-03-17",2,2,"BUSINESS",193.06,0,"CONFRM","CONVENTION","CHINA","","Future",223.14,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Bali","",49,"Grand Hyatt","Grand Club",653,NA,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","","Y","Y","Y","Hotel",""
"47","TRANSIENT","0506","DDBL","2014-03-03",1,1,"BUSINESS",87,0,"CONFRM","TRANSIENT","","","Future",87,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma City","Oklahoma",59,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"48","TRANSIENT","1506","STKT","2014-03-27",1,1,"BUSINESS",189,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",189,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Charlotte","North Carolina",77,"Hyatt House","",163,17,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","","","Y","GDS",""
"49","","0933","KING","2014-03-02",4,1,"BUSINESS",916,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",916,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"50","","2023","DDBL","2014-03-18",3,1,"BUSINESS",687,45,"CONFRM","CONVENTION","CANADA","","Future",687,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",60,"Grand Hyatt","Grand Club",685,36,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"51","","318","DDBL","2014-03-06",1,2,"BUSINESS",99,0,"CONFRM","CONVENTION","UNITED STATES","","Past",99,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Arlington","Texas",52,"Hyatt Place","",127,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"52","","1704","BUSK","2014-03-21",3,2,"BUSINESS",580.47,52.48,"SHARE","CONVENTION","UNITED STATES","Gold","Past",546,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","",800,33,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"53","","0612","DDBL","2014-03-30",4,1,"BUSINESS",896,0,"CONFRM","CONVENTION","UNITED STATES","","Future",1120,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Arlington","Virginia",53,"Hyatt","",304,16,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"54","TRANSIENT","1032","KING","2014-03-17",2,1,"BUSINESS",386,-8.39,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",386,"Female","26-35",9,NA,9,9,NA,NA,NA,NA,"Hauppauge","New York",41,"Hyatt Regency","",357,10,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"55","TRANSIENT","609","DDBL","2014-03-24",3,1,"BUSINESS",297,10.75,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",297,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",62,"Hyatt Place","",150,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"56","TRANSIENT","0609","DDBL","2014-03-19",1,1,"BUSINESS",289,35.91,"CONFRM","TRANSIENT","","","Future",289,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Clara","California",42,"Hyatt Regency","Regency Club",501,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","N","N","","","N","GDS",""
"57","TRANSIENT","330","1BKN","2014-03-06",1,1,"BUSINESS",118.15,0,"CONFRM","TRANSIENT","","","Past",118.15,"Female","36-45",NA,8,2,8,5,NA,9,NA,"Charlotte","North Carolina",51,"Hyatt House","",144,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"58","TRANSIENT","1208","1VWK","2014-03-08",NA,2,"LEISURE",177.09,0,"CONFRM","TRANSIENT","GERMANY","","Future",176.91,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Shanghai","",58,"Hyatt","Club",631,33,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","Y","N","Hotel",""
"59","","0413","DDBL","2014-03-28",2,2,"BUSINESS",198,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",198,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Richmond","Virginia",57,"Hyatt Place","",127,6,"No","Owned","Y","N","N","N","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center",""
"60","CONVENTION","0583","KING","2014-03-08",1,1,"LEISURE",137.26,37.88,"CONFRM","CONVENTION","UNITED STATES","","Future",70.09,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New Delhi","",39,"Hyatt Regency","Regency Club",508,7,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","Y","N","N","N","Y","","Y","N","Y","Hotel",""
"61","TRANSIENT","1766","GRNK","2014-03-04",2,1,"BUSINESS",638,44,"CONFRM","TRANSIENT","","","Future",319,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","GDS",""
"62","TRANSIENT","8027","VW1K","2014-03-12",2,1,"BUSINESS",370,0,"CONFRM","TRANSIENT","","","Future",370,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","GDS",""
"63","","3302","VW1K","2014-03-06",3,2,"BUSINESS",1047,246.29,"SHARE","CONVENTION","UNITED STATES","","Future",1047,"Male","56-65",9,10,9,10,8,5,9,8.66666666666,"Indian Wells","California",57,"Hyatt Regency","Club",479,5,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"64","TRANSIENT","0501","KING","2014-03-22",1,3,"LEISURE",0,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Ridgeland","Mississippi",63,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
