"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"2202","TRANSIENT","561","2VWK","2014-03-19",1,1,"BUSINESS",145.75,142.21,"CONFRM","TRANSIENT","","","Future",146.77,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Hangzhou","",70,"Hyatt Regency","Regency Club",390,8,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","N","N","Internet",""
"2203","TRANSIENT","0824","PRES","2014-03-06",1,1,"BUSINESS",361.77,6.27,"CONFRM","TRANSIENT","CANADA","Diamond","Past",474,"","",NA,NA,NA,NA,NA,NA,NA,NA,"DFW Airport","Texas",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Global Contact Center",""
"2204","CONTRACT","2621","DDBL","2014-03-05",1,1,"BUSINESS",65,0,"CONFRM","CONTRACT","UNITED STATES","","Future",65,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Hotel",""
"2205","TRANSIENT","1072","KING","2014-03-06",3,2,"BUSINESS",552,24.9,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",552,"","",NA,NA,NA,NA,NA,NA,NA,NA,"St. Louis","Missouri",52,"Hyatt Regency","Regency Club",910,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"2206","TRANSIENT","1504","VW1D","2014-03-23",1,1,"BUSINESS",84.5,0,"CONFRM","TRANSIENT","","","Future",84.5,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Louisville","Kentucky",56,"Hyatt Regency","",392,18,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","N","","","Y","Internet",""
"2207","TRANSIENT","0823","ADKT","2014-03-31",1,1,"BUSINESS",177,-3.1,"CONFRM","TRANSIENT","","","Future",177,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",13,"Hyatt Regency","Regency Club",612,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","GDS",""
"2208","TRANSIENT","0221","KING","2014-03-23",12,1,"BUSINESS",948,0,"CONFRM","TRANSIENT","","","Future",948,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",62,"Hyatt Place","",134,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"2209","","313","KING","2014-03-08",1,1,"LEISURE",89,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",89,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Lithonia","Georgia",55,"Hyatt Place","",83,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2210","TRANSIENT","0127","KING","2014-03-02",5,1,"BUSINESS",745,21,"CONFRM","TRANSIENT","UNITED STATES","","Future",745,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Dania Beach","Florida",67,"Hyatt Place","",149,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"2211","","0808","DDBL","2014-03-09",4,1,"BUSINESS",796,171,"CONFRM","CONVENTION","ICELAND","","Future",796,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles","California",44,"Hyatt Regency","Regency Club",728,19,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Digital Channels",""
"2212","TRANSIENT","0526","KING","2014-03-26",1,1,"BUSINESS",227.26,0,"CONFRM","TRANSIENT","","","Future",227.26,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Arlington","Virginia",53,"Hyatt","",304,16,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"2213","","0325","KING","2014-03-31",1,2,"BUSINESS",0,0,"CONFRM","CONVENTION","UNITED STATES","","Future",80,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Mishawaka","Indiana",71,"Hyatt Place","",121,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"2214","","310","DDBL","2014-03-28",2,1,"BUSINESS",196,0,"CONFRM","CONVENTION","UNITED STATES","","Future",196,"Prefer not to answer","",9,9,9,9,9,9,9,9,"Schaumburg","Illinois",62,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"2215","TRANSIENT","620","QNQN","2014-03-29",2,2,"BUSINESS",62.92,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",62.92,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Gilbert","Arizona",70,"Hyatt Place","",127,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Digital Channels",""
"2216","TRANSIENT","2303","CLUB","2014-03-09",1,1,"BUSINESS",170.46,6.55,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",179,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",13,"Hyatt Regency","Regency Club",612,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","GDS",""
"2217","","1920","DDBL","2014-03-28",6,2,"BUSINESS",1470,28,"SHARE","CONVENTION","UNITED STATES","","Future",1470,"Female","56-65",10,10,10,9,10,10,10,8.33333333333,"Chicago","Illinois",42,"Hyatt Regency","",800,33,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"2218","TRANSIENT","114","STKA","2014-03-24",1,1,"BUSINESS",179,0,"CONFRM","TRANSIENT","FRANCE","Platinum","Future",179,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Dallas","Texas",51,"Hyatt House","",142,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"2219","TRANSIENT","1610","QUEN","2014-03-08",1,2,"BUSINESS",105,0,"CONFRM","TRANSIENT","","","Past",105,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Opaque",""
"2220","TRANSIENT","2128","GRNK","2014-03-20",3,1,"BUSINESS",717,85.75,"CONFRM","TRANSIENT","","","Future",717,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","GDS",""
"2221","TRANSIENT","0249","KING","2014-03-06",NA,1,"BUSINESS",206.1,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",206.1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Delray Beach","Florida",65,"Hyatt Place","",134,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center",""
"2222","TRANSIENT","514","KING","2014-03-08",1,2,"BUSINESS",75,0,"CONFRM","TRANSIENT","","","Past",75,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",65,"Hyatt Place","",149,7,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Opaque",""
"2223","","221","KING","2014-03-08",2,2,"BUSINESS",158,0,"CONFRM","CONVENTION","UNITED STATES","","Future",158,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Columbus","Georgia",71,"Hyatt Place","",82,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"2224","","1605","KING","2014-03-20",1,1,"BUSINESS",259,0,"CONFRM","CONVENTION","UNITED STATES","","Future",259,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",NA,"Hyatt","",487,54,"Yes","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Digital Channels",""
"2225","TRANSIENT","622","QNQN","2014-03-30",4,1,"BUSINESS",436,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",436,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Columbus","Ohio",73,"Hyatt Place","",126,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2226","TRANSIENT","1720","GRNK","2014-03-21",2,2,"BUSINESS",350.4,20,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",350.4,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"2227","CONVENTION","2002","VW1D","2014-03-02",3,1,"BUSINESS",411,29.08,"CONFRM","CONVENTION","UNITED STATES","","Future",411,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Columbus","Ohio",48,"Hyatt Regency","",631,20,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"2228","","1506","QNQN","2014-03-28",2,4,"BUSINESS",198,0,"SHARE","CONVENTION","UNITED STATES","","Future",198,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Wichita","Kansas",49,"Hyatt Regency","",303,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"2229","","305","KING","2014-03-02",17,1,"BUSINESS",1734,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",2039.15,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Malta","New York",76,"Hyatt Place","",120,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2230","TRANSIENT","324","DLXK","2014-03-28",2,1,"LEISURE",340.49,0,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",405.54,"","",NA,NA,NA,NA,NA,NA,NA,NA,"London","",64,"Andaz","",267,6,"No","Owned","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","","N","N","Y","Digital Channels",""
"2231","TRANSIENT","0419","QNQN","2014-03-24",1,1,"BUSINESS",89.99,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",114,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Minneapolis","Minnesota",54,"Hyatt Place","",213,6,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"2232","TRANSIENT","512","DDBL","2014-03-11",3,2,"BUSINESS",547,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",547,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Ft. Lauderdale","Florida",62,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet",""
"2233","CONVENTION","383","1VWK","2014-03-31",2,1,"BUSINESS",267.83,0.51,"CONFRM","CONVENTION","UNITED STATES","","Future",461.02,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Doha","",50,"Grand Hyatt","Grand Club",340,6,"No","Managed","Y","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","","Y","N","Y","Digital Channels",""
"2234","CONVENTION","0964","BUSK","2014-03-25",2,1,"BUSINESS",630,22.4,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",630,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",53,"Hyatt Regency","Regency Club",834,11,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"2235","CONVENTION","0878","ADDS","2014-03-14",2,2,"BUSINESS",278,0,"SHARE","CONVENTION","UNITED STATES","","Future",278,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"2236","TRANSIENT","0705","GRNK","2014-03-02",2,1,"LEISURE",707.12,0,"CONFRM","TRANSIENT","SINGAPORE","","Future",707.31,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Minato-Ku","",59,"Grand Hyatt","Grand Club",389,21,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","Y","","N","Y","Y","Digital Channels",""
"2237","TRANSIENT","253","1BKN","2014-03-29",3,1,"BUSINESS",426,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",351,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Englewood","Colorado",76,"Hyatt House","",135,3,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"2238","TRANSIENT","1736","CLBD","2014-03-18",1,1,"BUSINESS",126.65,7,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",126.65,"","",NA,NA,NA,NA,NA,NA,NA,NA,"St. Louis","Missouri",52,"Hyatt Regency","Regency Club",910,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","GDS",""
"2239","TRANSIENT","1914","1VWK","2014-03-06",9,1,"BUSINESS",2753.16,598.75,"CONFRM","TRANSIENT","AUSTRALIA","Gold","Future",1931.5,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Melbourne","",53,"Grand Hyatt","Grand Club",548,33,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"2240","TRANSIENT","514","1VWT","2014-03-09",1,1,"BUSINESS",248.98,12.21,"CONFRM","TRANSIENT","","","Future",635,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Dar es Salaam","",66,"Hyatt Regency","",180,7,"No","Managed","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","N","N","GDS",""
"2241","TRANSIENT","1816","BUSN","2014-03-09",3,1,"BUSINESS",510.88,66.99,"CONFRM","TRANSIENT","UNITED STATES","","Future",512.1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Vancouver","British Columbia",67,"Hyatt Regency","Regency Club",644,34,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Digital Channels",""
"2242","TRANSIENT","2709","CLBK","2014-03-14",2,2,"BUSINESS",688.12,404.9,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",104.12,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Lost Pines","Texas",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"2243","TRANSIENT","0217","KING","2014-03-06",1,1,"BUSINESS",119,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",119,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Blue Ash","Ohio",54,"Hyatt Place","",125,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"2244","","0913","KING","2014-03-18",3,1,"BUSINESS",447,0,"CONFRM","CONVENTION","UNITED STATES","","Future",447,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Charlotte","North Carolina",17,"Hyatt Place","",172,7,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"2245","","1018","KING","2014-03-14",6,1,"BUSINESS",1422,31.55,"CONFRM","CONVENTION","UNITED STATES","","Future",1314,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",13,"Hyatt Regency","Regency Club",612,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2246","TRANSIENT","1208","QNQN","2014-03-31",3,1,"BUSINESS",306,19.4,"CONFRM","TRANSIENT","","","Future",306,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Wichita","Kansas",49,"Hyatt Regency","",303,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","N","","","Y","GDS",""
"2247","TRANSIENT","0701","TWIN","2014-03-08",1,2,"LEISURE",165.64,39.47,"CONFRM","TRANSIENT","JAPAN","","Future",235.58,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Suminoe-Ku","",45,"Hyatt Regency","Regency Club",500,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","N","N","Hotel",""
"2248","TRANSIENT","2330","TWIN","2014-03-28",2,1,"LEISURE",108.57,12.96,"CONFRM","TRANSIENT","CHINA","","Future",1918.92,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Jilin Province","",37,"Hyatt Regency","Regency Club",277,NA,"No","Managed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hotel",""
"2249","TRANSIENT","1716","1VWK","2014-03-30",1,2,"BUSINESS",112.42,36.33,"CONFRM","TRANSIENT","ITALY","","Past",121.67,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Qingdao","",56,"Hyatt Regency","Regency Club",439,17,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
"2250","TRANSIENT","0202","KING","2014-03-26",1,1,"BUSINESS",268.95,29,"CONFRM","TRANSIENT","","","Future",268.95,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",55,"Hyatt","",178,11,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS",""
"2251","CONVENTION","0115","KING","2014-03-02",1,1,"BUSINESS",185.32,10.87,"CONFRM","CONVENTION","SAUDI ARABIA","","Future",1089.52,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Casablanca","",62,"Hyatt Regency","Regency Club",229,14,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","Y","","","Y","Hotel",""
"2252","TRANSIENT","416","KING","2014-03-17",5,1,"BUSINESS",596,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",596,"Female","46-55",8,NA,8,10,NA,NA,NA,NA,"San Antonio","Texas",49,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Passive"
"2253","CONVENTION","1275","DDBL","2014-03-06",6,1,"BUSINESS",1554,4.62,"CONFRM","CONVENTION","UNITED STATES","","Future",1554,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"2254","CONVENTION","2808","TWIN","2014-03-09",1,2,"BUSINESS",62.17,31.67,"SHARE","CONVENTION","UNITED ARAB EMIRATES","","Past",93.86,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Abu Dhabi","",72,"Hyatt","",189,15,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","Y","","Y","Y","Y","Hotel",""
"2255","CONVENTION","1108","KING","2014-03-20",1,1,"BUSINESS",159.82,9.73,"CONFRM","CONVENTION","UNITED STATES","","Future",169.99,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Shanghai","",56,"Andaz","",307,24,"No","Managed","N","Y","Y","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","N","Y","","N","N","N","Digital Channels",""
"2256","TRANSIENT","2021","DDBL","2014-03-31",1,2,"BUSINESS",83.95,0,"CONFRM","TRANSIENT","","","Future",83.95,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Fort Lauderdale","Florida",34,"Hyatt Regency","",380,17,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","","Y","Y","Y","Opaque",""
"2257","CONVENTION","2638","VW1K","2014-03-16",3,1,"BUSINESS",675,9.5,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",675,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"2258","TRANSIENT","305","KING","2014-03-24",NA,1,"BUSINESS",54,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",54,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Jacksonville","Florida",58,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"2259","TRANSIENT","0629","DDBL","2014-03-24",2,1,"BUSINESS",102.5,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",110,"Female","36-45",10,10,10,10,10,NA,10,7,"Las Vegas","Nevada",50,"Hyatt Place","",202,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"2260","TRANSIENT","406","DDBL","2014-03-09",29,1,"BUSINESS",3366,2,"CONFRM","TRANSIENT","UNITED STATES","","Past",116.1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Owings Mills","Maryland",52,"Hyatt Place","",123,7,"No","Managed","Y","N","N","N","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"2261","TRANSIENT","745","RGXK","2014-03-21",5,2,"BUSINESS",4522.77,372.96,"CONFRM","TRANSIENT","INDIA","Gold","Past",5644.09,"Male","36-45",7,NA,8,8,NA,NA,NA,NA,"London","",56,"Hyatt Regency","Regency Club",445,8,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel","Passive"
"2262","TRANSIENT","0227","DDBL","2014-03-29",1,2,"BUSINESS",163.18,0,"CONFRM","TRANSIENT","","","Future",163.18,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Monterey","California",36,"Hyatt Regency","Regency Club",575,3,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Internet",""
"2263","TRANSIENT","0318","KING","2014-03-21",2,1,"BUSINESS",326.68,0,"CONFRM","TRANSIENT","","","Future",326.68,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Antonio","Texas",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"2264","TRANSIENT","1431","VW01","2014-03-12",4,1,"BUSINESS",1292.4,23,"CONFRM","TRANSIENT","CANADA","","Future",1310.35,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",42,"Hyatt Regency","Regency Club",805,17,"Yes","Leased","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"2265","TRANSIENT","0706","DDBL","2014-03-12",2,1,"BUSINESS",388.5,0,"CONFRM","TRANSIENT","","","Future",582.75,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Arlington","Virginia",53,"Hyatt","",304,16,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"2266","TRANSIENT","567","1VWQ","2014-03-30",1,1,"BUSINESS",287.52,25,"CONFRM","TRANSIENT","","","Future",345.11,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",36,"Hyatt","",177,7,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS",""
